Node_ID,Node_Type,Trust_Value,Detection_Confidence,Energy,Packets_Forwarded,Packets_Dropped,RREQ_Forwarded,RREP_Forwarded,Forwarding_Ratio,Control_Packet_Ratio,Sequence_Number_Difference,Reply_Count,Suspicious_Activities,Trust_Stability
Node_289,Normal,0.84,0.38,0.61,416,26,7,13,0.75,0.42,23,0,0,0.84
Node_290,Normal,0.15,0.85,0.73,166,40,15,36,0.23,0.08,31,20,2,0.97
Node_291,Normal,0.63,0.41,0.21,87,90,14,8,0.63,0.28,66,32,0,0.47
Node_292,Suspicious,0.29,0.45,0.81,150,453,9,12,0.41,0.44,35,37,4,0.31
Node_293,Normal,0.78,0.81,0.25,2,42,4,2,0.76,0.03,88,42,1,0.38
Node_294,Normal,0.8,0.65,0.23,406,62,2,21,0.97,0.24,60,48,2,0.85
Node_295,Normal,0.24,0.71,0.88,279,42,20,27,0.99,0.08,81,36,2,0.71
Node_296,Suspicious,0.57,0.18,0.54,279,200,2,36,0.62,0.11,87,0,5,0.44
Node_297,Suspicious,0.56,0.73,0.79,161,239,20,36,0.93,0.47,68,8,3,0.46
Node_298,Normal,0.6,0.73,0.76,485,61,12,11,0.52,0.1,23,31,2,0.47
Node_299,Normal,0.19,0.56,0.94,141,84,20,20,0.64,0.16,99,18,0,0.77
Node_300,Normal,0.27,0.58,0.98,441,48,20,0,0.47,0.31,75,2,1,0.75
Node_301,Suspicious,0.46,0.44,0.49,386,322,16,31,0.67,0.06,52,0,4,0.24
Node_302,Normal,0.64,0.41,0.67,256,40,2,15,0.39,0.11,20,13,0,0.93
Node_303,Normal,0.35,0.39,0.58,50,38,15,14,0.63,0.29,69,10,0,0.98
Node_304,Normal,0.8,0.17,0.83,313,75,5,22,0.6,0.12,52,36,2,0.74
Node_305,Normal,0.74,0.3,0.76,230,71,13,32,0.35,0.42,23,7,1,0.88
Node_306,Normal,0.19,0.88,0.82,355,64,20,7,0.64,0.23,37,39,1,0.82
Node_307,Normal,0.64,0.54,0.24,442,15,6,32,0.22,0.48,97,28,2,0.49
Node_308,Normal,0.58,0.58,0.84,32,6,4,38,0.42,0.12,81,35,0,0.31
Node_309,Normal,0.8,0.33,0.14,109,9,6,29,0.19,0.35,44,49,2,0.44
Node_310,Suspicious,0.5,0.2,0.18,311,405,18,27,0.39,0.5,5,43,7,0.31
Node_311,Suspicious,0.51,0.39,0.12,256,62,16,3,0.76,0.18,76,29,1,0.29
Node_312,Normal,0.5,0.25,0.97,239,48,20,5,0.34,0.3,68,17,1,0.69
Node_313,Normal,0.65,0.47,0.86,269,40,16,6,0.19,0.14,47,48,2,0.79
Node_314,Normal,0.49,0.14,0.24,219,62,11,7,0.34,0.25,52,6,1,0.82
Node_315,Normal,0.56,0.13,0.79,158,30,10,24,0.32,0.17,98,39,2,0.31
Node_316,Normal,0.18,0.81,0.5,431,25,10,32,0.63,0.14,79,1,1,0.75
Node_317,Normal,0.61,0.3,0.74,67,21,3,35,0.38,0.17,54,19,1,0.65
Node_318,Normal,0.87,0.54,0.57,307,64,4,2,0.61,0.04,0,35,1,0.72
Node_319,Normal,0.59,0.13,0.58,68,79,0,2,0.39,0.32,23,14,2,0.65
Node_320,Confirmed Black Hole,0.07,0.62,0.64,479,77,6,5,0.48,0.38,41,27,8,0.44
Node_321,Normal,0.22,0.73,0.14,483,19,11,31,0.42,0.09,72,18,2,0.59
Node_322,Confirmed Black Hole,0.15,0.49,0.79,466,110,11,27,0.36,0.46,8,38,6,0.28
Node_323,Normal,0.53,0.75,0.44,321,67,7,34,0.46,0.3,50,46,1,0.71
Node_324,Normal,0.17,0.47,0.37,374,25,18,6,0.64,0.45,52,39,0,0.74
Node_325,Normal,0.42,0.32,0.61,370,3,20,17,0.44,0.34,12,27,2,0.78
Node_326,Normal,0.85,0.17,0.19,125,93,9,33,0.16,0.45,63,15,2,0.34
Node_327,Normal,0.74,0.13,0.74,457,82,13,24,0.56,0.22,0,35,0,0.71
Node_328,Normal,0.19,0.32,0.34,472,49,3,36,0.86,0.3,65,37,0,0.78
Node_329,Normal,0.46,0.3,0.2,297,46,20,24,0.12,0.2,45,1,0,0.61
Node_330,Suspicious,0.5,0.37,0.43,454,236,20,23,0.51,0.39,6,9,0,0.41
Node_331,Normal,0.79,0.43,0.15,45,49,8,38,0.58,0.17,42,25,2,0.85
Node_332,Normal,0.79,0.64,0.31,179,78,18,14,0.41,0.02,95,34,1,0.97
Node_333,Suspicious,0.62,0.69,0.2,436,271,4,24,0.46,0.44,85,32,6,0.1
Node_334,Normal,0.45,0.61,0.84,241,17,20,34,0.49,0.19,20,29,1,0.78
Node_335,Normal,0.5,0.56,0.67,445,55,15,25,0.29,0.45,15,49,1,0.46
Node_336,Normal,0.85,0.18,0.21,44,39,17,35,0.29,0.1,21,15,1,0.39
Node_337,Normal,0.86,0.24,0.78,65,5,8,8,0.19,0.12,87,40,1,0.93
Node_338,Normal,0.14,0.54,0.36,280,73,17,22,0.87,0.48,17,48,2,0.45
Node_339,Normal,0.8,0.26,0.61,137,82,17,31,0.45,0.14,84,14,1,0.6
Node_340,Suspicious,0.39,0.62,0.9,156,57,8,9,0.82,0.15,22,39,7,0.54
Node_341,Confirmed Black Hole,0.16,0.45,0.58,376,391,0,10,0.93,0.13,52,16,3,0.23
Node_342,Suspicious,0.89,0.25,0.87,459,382,10,20,0.5,0.29,3,45,4,0.25
Node_343,Normal,0.47,0.88,0.89,185,42,8,39,0.76,0.15,9,47,1,0.79
Node_344,Normal,0.18,0.51,0.36,140,27,10,19,0.57,0.26,55,8,2,0.57
Node_345,Normal,0.36,0.7,0.64,209,59,15,14,0.4,0.34,9,25,0,0.71
Node_346,Normal,0.51,0.35,0.35,353,32,14,35,0.63,0.3,73,40,1,0.88
Node_347,Confirmed Black Hole,0.17,0.86,0.56,220,278,18,23,0.12,0.34,31,12,6,0.25
Node_348,Suspicious,0.52,0.87,0.97,76,184,14,25,0.48,0.33,19,5,8,0.43
Node_349,Normal,0.43,0.48,0.6,173,8,7,19,0.79,0.43,31,8,2,0.49
Node_350,Normal,0.31,0.88,0.68,320,66,3,27,0.19,0.48,69,6,0,0.63
Node_351,Normal,0.13,0.69,0.68,101,47,12,25,0.58,0.26,19,39,0,0.57
Node_352,Normal,0.5,0.54,0.3,163,36,16,17,0.44,0.43,56,5,1,0.69
Node_353,Normal,0.23,0.44,0.6,459,83,6,0,0.6,0.16,90,12,0,0.5
Node_354,Normal,0.52,0.65,0.26,403,12,17,15,1.0,0.1,5,1,0,0.61
Node_355,Normal,0.9,0.51,0.59,57,99,19,36,0.11,0.08,56,1,2,0.75
Node_356,Normal,0.28,0.6,0.67,60,55,15,7,0.54,0.25,46,0,1,0.38
Node_357,Suspicious,0.63,0.18,0.77,79,293,12,29,0.6,0.29,24,47,0,0.31
Node_358,Normal,0.23,0.52,0.44,215,80,1,11,0.44,0.35,19,26,1,0.94
Node_359,Normal,0.39,0.84,0.41,129,67,0,33,0.67,0.24,68,44,0,0.93
Node_360,Normal,0.6,0.23,0.21,343,12,1,27,0.38,0.37,42,49,1,0.65
Node_361,Normal,0.76,0.3,0.56,232,26,5,14,0.59,0.31,78,19,0,0.74
Node_362,Normal,0.18,0.18,0.68,45,62,18,7,0.99,0.13,26,40,0,0.98
Node_363,Normal,0.57,0.14,0.48,437,21,6,16,0.81,0.21,60,11,2,0.9
Node_364,Normal,0.6,0.24,0.92,434,37,2,36,0.87,0.43,75,24,1,0.94
Node_365,Suspicious,0.24,0.39,0.16,209,435,10,30,0.55,0.16,82,11,4,0.31
Node_366,Normal,0.55,0.61,0.27,456,60,11,23,0.92,0.44,48,49,1,0.91
Node_367,Suspicious,0.69,0.32,0.46,208,375,8,3,0.65,0.37,88,49,0,0.55
Node_368,Normal,0.72,0.19,0.52,456,82,19,22,0.11,0.09,99,29,1,0.52
Node_369,Normal,0.75,0.48,0.59,226,16,16,17,0.68,0.36,10,28,0,0.85
Node_370,Normal,0.37,0.76,0.62,252,28,10,25,0.78,0.4,94,14,1,0.6
Node_371,Suspicious,0.24,0.36,0.21,341,122,8,8,0.44,0.37,16,43,0,0.39
Node_372,Suspicious,0.67,0.88,0.92,424,34,15,34,0.14,0.1,99,26,0,0.16
Node_373,Normal,0.28,0.8,0.33,497,12,11,40,0.36,0.47,23,31,0,0.78
Node_374,Normal,0.77,0.7,0.99,490,26,3,38,0.34,0.25,53,10,0,0.89
Node_375,Normal,0.16,0.64,0.61,299,51,20,23,0.28,0.29,7,3,0,0.66
Node_376,Suspicious,0.71,0.63,0.69,390,54,7,32,0.82,0.49,4,1,4,0.19
Node_377,Normal,0.13,0.15,0.33,465,28,8,26,0.88,0.36,83,36,0,0.54
Node_378,Normal,0.35,0.82,0.46,68,33,13,22,0.77,0.02,76,18,0,0.93
Node_379,Normal,0.36,0.37,0.41,240,85,7,36,0.98,0.39,56,46,0,0.55
Node_380,Suspicious,0.72,0.41,0.3,25,159,13,10,0.97,0.37,9,40,2,0.36
Node_381,Normal,0.32,0.33,0.4,235,100,3,35,0.81,0.39,15,23,0,0.57
Node_382,Suspicious,0.68,0.32,0.36,405,481,6,3,0.51,0.05,82,36,3,0.35
Node_383,Normal,0.31,0.26,0.88,418,85,17,2,0.89,0.03,32,34,2,0.89
Node_384,Normal,0.3,0.25,0.98,431,48,14,25,0.33,0.37,48,42,2,0.45
Node_385,Suspicious,0.13,0.89,0.46,452,351,1,24,0.11,0.16,27,12,4,0.22
Node_386,Suspicious,0.9,0.79,0.65,394,228,9,22,0.45,0.45,24,40,8,0.35
Node_387,Normal,0.84,0.72,0.99,364,100,6,6,0.57,0.21,70,43,1,0.6
Node_388,Confirmed Black Hole,0.18,0.16,0.88,165,433,17,35,0.28,0.43,48,1,3,0.14
Node_389,Normal,0.14,0.45,0.2,92,15,0,13,0.53,0.24,41,41,1,0.41
Node_390,Normal,0.58,0.86,0.71,426,97,13,13,0.14,0.11,23,23,2,0.32
Node_391,Normal,0.81,0.89,0.82,470,63,18,26,0.95,0.08,22,15,2,0.92
Node_392,Normal,0.81,0.66,0.85,383,18,6,36,0.13,0.41,18,45,0,0.68
Node_393,Normal,0.64,0.47,0.54,44,79,0,28,0.66,0.38,14,1,1,1.0
Node_394,Confirmed Black Hole,0.0,0.4,0.54,416,325,2,34,0.78,0.39,86,32,4,0.44
Node_395,Normal,0.59,0.73,0.19,464,47,10,5,0.82,0.43,36,5,0,0.64
Node_396,Normal,0.82,0.49,0.64,453,13,18,19,0.7,0.21,44,11,2,0.63
Node_397,Normal,0.77,0.47,0.61,451,91,1,21,0.78,0.16,28,11,2,0.7
Node_398,Normal,0.31,0.3,0.93,444,31,18,0,0.49,0.1,70,48,1,0.73
Node_399,Normal,0.64,0.45,0.24,282,65,16,15,0.34,0.25,65,40,2,0.61
Node_400,Normal,0.8,0.54,0.62,420,24,6,4,0.76,0.37,77,30,1,0.93
Node_401,Normal,0.44,0.67,0.2,450,35,17,38,0.57,0.21,42,46,1,0.31
Node_402,Normal,0.31,0.23,0.74,97,89,1,10,0.24,0.25,1,18,2,0.84
Node_403,Normal,0.54,0.55,0.76,446,89,10,12,0.51,0.02,61,32,1,0.49
Node_404,Normal,0.52,0.21,0.29,207,52,16,1,0.33,0.19,0,37,0,0.84
Node_405,Normal,0.44,0.77,0.47,314,42,11,33,0.15,0.46,95,21,1,0.56
Node_406,Normal,0.21,0.22,0.49,258,15,20,24,0.58,0.07,44,6,1,0.74
Node_407,Normal,0.25,0.42,0.37,369,19,12,30,0.37,0.2,82,42,1,0.68
Node_408,Normal,0.47,0.21,0.28,218,17,16,5,0.8,0.19,95,25,2,0.87
Node_409,Normal,0.25,0.25,0.56,431,68,0,30,0.79,0.39,79,40,0,0.61
Node_410,Normal,0.6,0.51,0.53,208,88,8,26,0.3,0.27,39,49,2,0.65
Node_411,Normal,0.15,0.86,0.34,419,22,13,29,0.84,0.49,67,20,1,0.59
Node_412,Normal,0.73,0.54,0.21,134,45,20,36,0.34,0.48,12,14,1,0.39
Node_413,Normal,0.21,0.21,0.52,179,24,0,39,0.54,0.4,28,1,2,0.85
Node_414,Suspicious,0.27,0.11,0.21,197,10,12,19,0.83,0.05,41,13,1,0.24
Node_415,Normal,0.32,0.28,0.74,305,42,15,40,0.74,0.19,71,7,0,0.99
Node_416,Suspicious,0.74,0.43,0.16,466,85,10,10,0.82,0.27,41,30,0,0.47
Node_417,Normal,0.18,0.32,0.67,427,59,15,40,0.45,0.4,90,50,0,0.52
Node_418,Suspicious,0.4,0.67,0.25,318,260,6,36,0.8,0.45,33,23,5,0.22
Node_419,Suspicious,0.82,0.31,0.11,303,121,17,21,0.82,0.2,90,31,5,0.59
Node_420,Normal,0.27,0.25,0.55,487,37,20,33,0.68,0.48,33,13,2,0.56
Node_421,Normal,0.19,0.67,0.68,156,31,2,0,0.86,0.03,30,25,2,0.6
Node_422,Normal,0.3,0.22,0.96,453,86,16,9,0.72,0.21,89,50,2,0.73
Node_423,Confirmed Black Hole,0.16,0.88,0.4,408,370,13,18,0.6,0.13,96,11,0,0.26
Node_424,Normal,0.34,0.78,0.96,411,31,3,39,0.65,0.34,12,14,2,0.78
Node_425,Normal,0.44,0.12,0.38,389,56,10,15,0.8,0.24,24,36,0,0.45
Node_426,Normal,0.32,0.83,0.56,377,84,15,22,0.67,0.32,54,29,1,0.82
Node_427,Confirmed Black Hole,0.0,0.57,0.14,477,489,5,16,1.0,0.08,13,17,8,0.21
Node_428,Normal,0.73,0.39,0.36,192,26,17,1,0.81,0.47,51,23,2,0.49
Node_429,Normal,0.46,0.78,0.23,77,12,8,13,0.91,0.08,43,48,1,0.39
Node_430,Suspicious,0.48,0.51,0.69,162,42,0,10,0.9,0.07,88,42,0,0.28
Node_431,Normal,0.32,0.36,0.44,368,54,12,19,0.2,0.18,18,10,0,0.58
Node_432,Normal,0.75,0.77,0.66,298,36,7,35,0.74,0.13,23,15,1,0.56
Node_433,Suspicious,0.84,0.76,0.11,52,251,19,16,0.76,0.44,62,45,6,0.35
Node_434,Normal,0.84,0.25,0.85,139,66,8,4,0.5,0.09,81,18,2,0.73
Node_435,Normal,0.8,0.46,0.68,409,85,1,11,0.41,0.1,7,43,1,0.82
Node_436,Normal,0.29,0.31,0.56,239,33,6,17,0.37,0.07,35,49,0,0.37
Node_437,Suspicious,0.68,0.13,0.59,490,36,17,23,0.61,0.29,10,40,10,0.57
Node_438,Confirmed Black Hole,0.19,0.22,0.59,30,276,5,38,0.75,0.08,100,38,1,0.16
Node_439,Normal,0.16,0.66,0.19,106,50,16,21,0.61,0.16,75,0,0,0.59
Node_440,Normal,0.16,0.77,0.27,401,16,2,4,0.81,0.04,80,24,1,0.6
Node_441,Normal,0.45,0.49,0.58,342,11,18,11,0.39,0.2,24,14,1,0.48
Node_442,Normal,0.37,0.23,0.88,296,20,11,34,0.43,0.31,38,27,1,0.59
Node_443,Normal,0.34,0.15,0.38,230,2,15,20,0.35,0.24,42,18,1,0.61
Node_444,Normal,0.25,0.47,0.97,187,28,13,39,0.97,0.47,46,8,0,0.84
Node_445,Normal,0.4,0.67,0.4,63,35,1,23,0.89,0.41,92,27,0,0.75
Node_446,Normal,0.6,0.87,0.86,254,34,6,37,0.11,0.45,9,28,2,0.5
Node_447,Suspicious,0.58,0.4,0.23,200,280,20,33,0.89,0.28,84,34,1,0.57
Node_448,Normal,0.61,0.88,0.32,226,91,18,24,0.72,0.39,47,45,0,0.44
Node_449,Normal,0.72,0.58,0.45,53,28,1,13,0.81,0.22,93,15,1,0.33
Node_450,Normal,0.48,0.5,0.46,95,33,5,15,0.55,0.13,2,5,2,0.75
Node_451,Normal,0.43,0.64,0.36,113,45,15,7,0.88,0.38,34,1,2,0.8
Node_452,Normal,0.34,0.13,0.13,137,49,17,20,0.24,0.13,44,12,1,0.43
Node_453,Normal,0.72,0.13,0.78,443,79,11,38,0.63,0.27,83,40,2,0.45
Node_454,Normal,0.12,0.17,0.97,499,38,20,20,0.33,0.26,2,1,1,0.63
Node_455,Suspicious,0.5,0.27,0.17,48,80,0,6,0.91,0.02,63,4,10,0.55
Node_456,Normal,0.27,0.16,0.28,383,98,17,5,0.41,0.24,53,38,2,0.49
Node_457,Normal,0.39,0.5,0.43,177,71,8,30,0.61,0.49,77,21,0,0.75
Node_458,Normal,0.41,0.56,0.66,99,56,9,8,0.84,0.4,64,43,0,0.62
Node_459,Normal,0.12,0.19,0.12,352,50,6,7,0.64,0.49,87,11,1,0.72
Node_460,Normal,0.44,0.42,0.62,218,95,3,34,0.52,0.34,80,34,2,0.84
Node_461,Normal,0.69,0.89,0.22,30,70,15,23,0.6,0.28,2,36,1,0.32
Node_462,Normal,0.59,0.49,0.48,167,77,10,29,0.38,0.11,69,5,2,0.42
Node_463,Suspicious,0.52,0.75,0.86,394,96,1,0,0.49,0.4,82,4,10,0.52
Node_464,Suspicious,0.12,0.39,0.88,165,472,4,13,0.18,0.02,9,50,0,0.46
Node_465,Suspicious,0.71,0.59,0.29,361,463,6,38,0.4,0.12,13,0,2,0.38
Node_466,Normal,0.17,0.56,0.52,190,18,2,31,0.52,0.13,16,50,0,0.99
Node_467,Suspicious,0.18,0.44,0.11,475,347,17,25,0.42,0.48,31,5,10,0.53
Node_468,Confirmed Black Hole,0.02,0.59,0.31,479,291,18,4,0.68,0.33,70,15,2,0.29
Node_469,Normal,0.41,0.87,0.46,277,78,16,9,0.48,0.2,27,42,1,0.66
Node_470,Normal,0.74,0.66,0.14,449,95,1,6,0.64,0.29,38,20,2,0.55
Node_471,Normal,0.85,0.89,0.15,47,47,16,0,0.56,0.44,8,23,1,0.52
Node_472,Normal,0.37,0.77,0.39,378,92,17,21,0.66,0.08,3,21,1,0.45
Node_473,Confirmed Black Hole,0.17,0.31,0.39,479,454,7,0,0.44,0.3,89,46,5,0.56
Node_474,Normal,0.2,0.57,0.6,150,42,14,12,0.3,0.24,67,8,2,0.9
Node_475,Normal,0.32,0.82,0.17,370,98,4,35,0.22,0.19,43,13,0,0.98
Node_476,Suspicious,0.7,0.65,0.99,197,479,15,5,0.98,0.03,31,42,6,0.36
Node_477,Normal,0.73,0.32,0.82,286,44,2,36,0.7,0.11,13,3,0,0.95
Node_478,Confirmed Black Hole,0.06,0.37,0.53,499,238,0,7,0.53,0.18,73,5,5,0.51
Node_479,Suspicious,0.26,0.68,0.99,321,73,8,7,0.27,0.43,37,37,3,0.43
Node_480,Normal,0.76,0.51,0.61,207,4,8,31,0.82,0.17,49,44,1,0.71
Node_481,Normal,0.75,0.25,0.35,245,84,1,34,0.39,0.26,11,3,0,0.67
Node_482,Normal,0.22,0.56,0.62,153,98,15,0,0.32,0.02,69,40,2,0.78
Node_483,Normal,0.23,0.29,0.16,35,96,14,6,0.69,0.03,28,1,1,0.41
Node_484,Normal,0.34,0.67,0.53,412,21,2,2,0.4,0.31,37,16,2,0.7
Node_485,Normal,0.49,0.45,0.4,359,3,13,16,0.88,0.14,83,35,1,0.87
Node_486,Suspicious,0.38,0.65,0.9,428,362,10,30,0.97,0.23,23,42,1,0.23
Node_487,Normal,0.29,0.65,0.54,458,52,1,22,0.73,0.04,53,17,2,0.6
Node_488,Normal,0.7,0.67,0.49,480,89,2,19,0.46,0.08,80,21,2,0.79
Node_489,Normal,0.47,0.11,0.89,121,97,13,37,0.63,0.45,2,17,1,0.59
Node_490,Normal,0.27,0.61,0.58,470,65,0,32,0.86,0.41,2,41,0,0.38
Node_491,Normal,0.63,0.89,0.85,293,53,13,9,0.4,0.45,8,28,0,0.8
Node_492,Normal,0.2,0.52,0.37,65,29,0,13,0.84,0.15,95,44,1,0.93
Node_493,Normal,0.24,0.42,0.95,257,76,10,1,0.93,0.45,82,16,0,0.81
Node_494,Normal,0.2,0.28,0.43,448,46,10,18,0.43,0.3,13,15,2,0.64
Node_495,Normal,0.49,0.29,0.14,142,78,14,36,0.27,0.24,14,13,2,0.7
Node_496,Normal,0.77,0.45,0.92,76,24,18,9,0.5,0.05,98,24,2,0.91
Node_497,Suspicious,0.59,0.84,0.11,424,70,19,3,0.94,0.23,30,32,8,0.22
Node_498,Normal,0.23,0.57,0.75,131,19,5,24,0.73,0.32,49,23,1,0.78
Node_499,Normal,0.69,0.22,0.29,78,12,14,35,0.3,0.18,44,34,0,0.73
Node_500,Normal,0.59,0.58,0.97,2,35,17,36,0.86,0.44,45,27,1,0.8
Node_501,Normal,0.68,0.17,0.27,129,38,1,32,0.25,0.16,58,27,0,0.98
Node_502,Normal,0.9,0.2,0.21,138,10,19,34,0.91,0.28,29,38,1,0.58
Node_503,Normal,0.53,0.71,0.15,374,12,3,26,0.77,0.18,50,27,1,0.39
Node_504,Normal,0.31,0.32,0.46,345,28,15,14,0.62,0.34,88,10,2,0.99
Node_505,Normal,0.78,0.43,0.4,303,36,19,0,0.64,0.36,8,2,2,0.31
Node_506,Normal,0.47,0.48,0.26,306,96,0,15,0.6,0.01,8,13,2,0.39
Node_507,Normal,0.18,0.68,0.76,128,59,10,19,0.6,0.22,85,44,0,0.61
Node_508,Suspicious,0.35,0.39,0.29,444,58,19,37,0.64,0.02,48,46,7,0.5
Node_509,Normal,0.32,0.43,0.92,402,12,3,6,0.45,0.17,96,10,2,0.84
Node_510,Normal,0.73,0.65,0.14,40,18,2,3,0.65,0.44,51,3,0,1.0
Node_511,Normal,0.76,0.67,0.81,211,61,5,10,0.84,0.32,62,44,1,0.99
Node_512,Confirmed Black Hole,0.19,0.41,0.7,156,217,11,25,0.53,0.49,94,50,2,0.26
Node_513,Normal,0.66,0.48,0.95,26,60,6,39,0.53,0.25,51,0,2,0.76
Node_514,Normal,0.17,0.22,0.28,46,67,15,20,0.22,0.4,27,44,2,0.3
Node_515,Normal,0.66,0.74,0.81,194,57,0,30,0.33,0.32,56,14,1,0.32
Node_516,Normal,0.11,0.28,0.51,168,28,18,5,0.63,0.32,96,28,0,0.76
Node_517,Normal,0.8,0.35,0.46,84,53,20,36,1.0,0.49,67,50,0,0.78
Node_518,Normal,0.56,0.69,0.76,5,26,16,27,0.18,0.23,50,25,0,0.8
Node_519,Suspicious,0.32,0.42,0.23,299,266,13,4,0.48,0.33,49,11,7,0.43
Node_520,Normal,0.11,0.51,0.39,197,90,1,8,0.31,0.03,4,15,1,0.67
Node_521,Normal,0.23,0.43,0.52,250,32,15,35,0.72,0.02,100,37,1,0.64
Node_522,Normal,0.78,0.45,0.18,102,65,8,10,0.93,0.32,60,30,2,0.65
Node_523,Suspicious,0.43,0.84,0.23,45,317,18,34,0.61,0.49,47,14,4,0.44
Node_524,Normal,0.85,0.45,0.71,288,63,0,33,0.22,0.26,3,41,2,0.94
Node_525,Normal,0.14,0.19,0.15,20,84,5,28,0.18,0.4,81,5,1,0.97
Node_526,Normal,0.22,0.64,0.11,459,89,5,24,0.67,0.49,32,27,0,0.72
Node_527,Normal,0.35,0.48,0.61,168,71,10,15,0.17,0.46,79,24,0,0.73
Node_528,Normal,0.14,0.81,0.89,232,26,6,40,0.56,0.04,41,13,0,0.99
Node_529,Suspicious,0.3,0.74,0.63,6,313,17,36,0.89,0.49,5,27,3,0.15
Node_530,Normal,0.46,0.71,0.43,229,59,6,27,0.61,0.32,77,29,0,0.77
Node_531,Normal,0.76,0.53,0.23,300,58,4,34,0.38,0.4,55,32,0,0.74
Node_532,Suspicious,0.5,0.64,0.24,183,450,19,40,0.96,0.26,82,39,1,0.55
Node_533,Suspicious,0.49,0.58,0.96,4,481,16,13,0.81,0.22,89,9,1,0.28
Node_534,Normal,0.36,0.16,0.56,108,12,20,24,0.91,0.27,85,8,1,0.45
Node_535,Normal,0.24,0.23,0.84,238,0,17,0,0.72,0.33,1,45,2,0.51
Node_536,Normal,0.35,0.48,0.14,23,96,4,37,0.14,0.47,85,7,2,0.66
Node_537,Normal,0.43,0.28,0.94,227,4,7,27,0.65,0.38,33,23,0,0.34
Node_538,Normal,0.29,0.35,0.91,223,8,18,37,0.5,0.4,30,29,2,0.74
Node_539,Normal,0.81,0.74,0.83,456,32,1,20,0.2,0.06,61,39,2,0.61
Node_540,Suspicious,0.23,0.7,0.92,305,25,20,39,0.64,0.36,17,35,1,0.59
Node_541,Normal,0.76,0.36,0.96,473,65,1,34,0.92,0.24,44,14,2,0.69
Node_542,Suspicious,0.54,0.13,0.96,414,483,20,7,0.21,0.48,5,11,10,0.39
Node_543,Normal,0.32,0.21,0.54,149,27,5,0,0.9,0.07,26,21,2,0.85
Node_544,Normal,0.34,0.15,0.98,274,87,5,33,0.79,0.37,83,37,2,0.37
Node_545,Normal,0.84,0.66,0.39,7,85,2,8,0.56,0.11,17,38,0,0.99
Node_546,Normal,0.64,0.33,0.65,251,34,7,39,0.82,0.35,40,11,0,0.4
Node_547,Normal,0.59,0.76,0.69,300,48,0,20,0.61,0.27,22,12,2,0.97
Node_548,Suspicious,0.28,0.67,0.12,308,311,1,28,0.89,0.35,74,48,4,0.28
Node_549,Normal,0.22,0.86,0.17,122,71,4,17,0.77,0.42,74,21,0,0.44
Node_550,Normal,0.71,0.85,0.42,408,1,8,1,0.63,0.06,8,38,2,0.54
Node_551,Suspicious,0.11,0.83,0.8,84,92,12,12,0.92,0.07,44,31,0,0.3
Node_552,Normal,0.56,0.47,0.72,398,78,4,10,0.52,0.18,77,40,0,0.43
Node_553,Normal,0.8,0.76,0.76,201,52,4,24,0.24,0.05,30,38,1,0.47
Node_554,Suspicious,0.33,0.37,0.21,235,197,4,12,0.48,0.28,25,22,6,0.59
Node_555,Normal,0.82,0.88,0.34,26,32,7,13,0.31,0.14,70,37,0,0.73
Node_556,Normal,0.25,0.28,0.39,103,49,16,36,0.42,0.03,30,20,2,0.9
Node_557,Normal,0.71,0.88,0.14,361,41,8,18,0.63,0.06,45,17,2,0.85
Node_558,Normal,0.67,0.3,0.47,267,62,12,5,0.34,0.12,46,49,1,0.97
Node_559,Normal,0.6,0.67,0.56,241,70,2,34,0.1,0.36,77,9,0,0.73
Node_560,Normal,0.45,0.88,0.69,273,76,3,28,1.0,0.15,90,2,2,0.77
Node_561,Suspicious,0.84,0.26,0.12,485,275,14,11,0.5,0.49,13,1,5,0.13
Node_562,Normal,0.65,0.7,0.31,244,83,0,9,0.13,0.15,89,28,2,0.8
Node_563,Suspicious,0.38,0.32,0.11,180,399,7,40,0.93,0.1,36,36,6,0.54
Node_564,Normal,0.7,0.65,0.41,308,77,12,8,0.67,0.08,38,35,2,0.65
Node_565,Normal,0.88,0.35,0.81,409,8,1,8,0.15,0.1,9,18,0,0.55
Node_566,Normal,0.73,0.17,0.27,266,85,18,21,0.62,0.5,72,4,1,0.9
Node_567,Suspicious,0.17,0.74,0.25,207,450,20,8,0.19,0.29,86,35,5,0.42
Node_568,Normal,0.32,0.88,0.75,389,32,0,29,0.24,0.34,22,21,0,0.44
Node_569,Normal,0.76,0.59,0.88,294,55,17,24,0.11,0.07,38,37,2,0.4
Node_570,Normal,0.72,0.13,0.38,364,77,9,1,0.58,0.26,25,11,2,0.93
Node_571,Normal,0.57,0.61,0.75,42,9,14,19,0.24,0.09,100,32,1,0.85
Node_572,Normal,0.23,0.9,0.66,302,69,2,25,0.88,0.28,1,16,1,0.66
Node_573,Suspicious,0.58,0.41,0.66,194,130,3,8,0.2,0.27,8,39,2,0.43
Node_574,Normal,0.62,0.46,0.93,189,67,2,30,0.72,0.36,0,41,0,0.56
Node_575,Normal,0.71,0.67,0.91,146,70,19,22,0.53,0.43,13,40,0,0.67
Node_576,Normal,0.47,0.76,0.77,486,97,7,25,0.35,0.42,92,14,0,0.41
Node_577,Suspicious,0.75,0.84,0.8,296,74,9,25,0.87,0.16,10,1,7,0.45
Node_578,Normal,0.29,0.27,0.49,375,85,20,5,0.71,0.16,1,33,0,0.33
